Row_No,Name,Change,Change (%),Price (Intraday),YTD Return (%),3-Mo Return (%),1-Year Return (%),3-Year Return (%),5-Year Return (%),Net Expense Ratio (%),Gross Expense Ratio (%),Net Assets,50 Day Avg,200 Day Avg,52 Week Range,Exchange,Funds by Category,Funds by Company,52 Week Low,52 Week High
558,Vanguard Intmdt-Term Trs Idx Instl,0.08,0.33,24.49,-0.8,-0.74,7.38,4.43,-2.59,0.03,0.03,50385000000.0,24.6,24.96,24.40 25.45,Nasdaq,Intermediate Government,Vanguard,24.4,25.45
559,Vanguard Intmdt-Term Trs Idx Admiral,0.07,0.36,19.74,-0.81,-0.7,7.41,4.39,-2.6,0.03,0.03,50385000000.0,19.82,20.11,19.67 20.51,Nasdaq,Intermediate Government,Vanguard,19.67,20.51
560,T. Rowe Price Growth Stock,2.7,2.47,111.92,1.56,1.12,15.65,45.27,20.03,1.17,1.17,50141000000.0,109.87,109.28,91.94 127.18,Nasdaq,Large Growth,T. Rowe Price,91.94,127.18
561,T. Rowe Price Growth Stock I,2.73,2.48,112.76,1.64,1.15,15.8,45.44,20.18,1.17,1.17,50141000000.0,110.67,110.0,92.59 127.90,Nasdaq,Large Growth,T. Rowe Price,92.59,127.9
562,T. Rowe Price Growth Stock R,2.39,2.48,98.61,1.25,0.98,15.04,44.52,19.39,1.17,1.17,50141000000.0,96.85,96.81,81.15 114.23,Nasdaq,Large Growth,T. Rowe Price,81.15,114.23
563,T. Rowe Price Growth Stock Z,2.78,2.48,115.09,29.58,11.05,45.44,20.18,30.98,1.17,1.17,50141000000.0,112.9,112.03,94.34 129.90,Nasdaq,Large Growth,T. Rowe Price,94.34,129.9
564,T. Rowe Price Growth Stock Adv,2.57,2.48,106.16,1.41,1.05,15.33,44.88,19.71,1.17,1.17,50141000000.0,104.23,103.9,87.29 121.62,Nasdaq,Large Growth,T. Rowe Price,87.29,121.62
565,Vanguard Tax-Exempt Bond Index Admiral,0.04,0.2,19.84,0.42,-0.47,3.66,6.15,1.43,0.03,0.03,48785000000.0,20.07,20.13,19.53 20.46,Nasdaq,Muni National Interm,Vanguard,19.53,20.46
566,BlackRock Strategic Income Opps Inv A,0.03,0.31,9.68,1.4,0.69,8.31,7.0,0.67,1.71,1.71,48399000000.0,9.72,9.75,9.58 9.86,Nasdaq,Nontraditional Bond,Blackrock,9.58,9.86
567,BlackRock Strategic Income Opps Inv C,0.03,0.31,9.68,0.97,0.51,7.54,6.23,-0.04,1.71,1.71,48399000000.0,9.71,9.75,9.57 9.86,Nasdaq,Nontraditional Bond,Blackrock,9.57,9.86
568,BlackRock Strategic Income Opps Instl,0.04,0.41,9.69,1.55,0.76,8.6,7.26,0.96,1.71,1.71,48399000000.0,9.72,9.75,9.58 9.86,Nasdaq,Nontraditional Bond,Blackrock,9.58,9.86
569,BlackRock Strategic Income Opps K,0.03,0.31,9.69,1.61,0.78,8.69,7.36,1.05,1.71,1.71,48399000000.0,9.73,9.76,9.59 9.87,Nasdaq,Nontraditional Bond,Blackrock,9.59,9.87
570,Columbia Dividend Income Fund,0.43,1.04,41.72,12.43,4.82,15.9,10.56,26.34,1.15,1.15,48084000000.0,40.51,38.89,35.77 41.72,Nasdaq,Large Value,Columbia Threadneedle,35.77,41.72
571,Columbia Dividend Income Fund,0.44,1.06,41.81,12.46,4.82,15.92,10.6,26.45,1.15,1.15,48084000000.0,40.59,38.97,35.84 41.80,Nasdaq,Large Value,Columbia Threadneedle,35.84,41.8
572,Columbia Dividend Income Fund,0.42,1.04,40.83,12.05,4.68,15.24,9.93,25.69,1.15,1.15,48084000000.0,39.65,38.07,35.05 40.83,Nasdaq,Large Value,Columbia Threadneedle,35.05,40.83
573,Columbia Dividend Income S,0.43,1.06,40.86,18.21,7.98,10.49,26.28,28.17,1.15,1.15,48084000000.0,39.67,38.1,35.07 40.85,Nasdaq,Large Value,Columbia Threadneedle,35.07,40.85
574,Columbia Dividend Income Inst,0.42,1.04,40.85,12.39,4.83,15.85,10.52,26.28,1.15,1.15,48084000000.0,39.66,38.09,35.06 40.85,Nasdaq,Large Value,Columbia Threadneedle,35.06,40.85
575,Columbia Dividend Income A,0.42,1.04,40.8,12.23,4.75,15.55,10.21,25.99,1.15,1.15,48084000000.0,39.62,38.04,35.02 40.80,Nasdaq,Large Value,Columbia Threadneedle,35.02,40.8
576,Columbia Dividend Income C,0.41,1.06,39.17,11.72,4.56,14.66,9.39,25.01,1.15,1.15,48084000000.0,38.03,36.54,33.68 39.17,Nasdaq,Large Value,Columbia Threadneedle,33.68,39.17
577,Bridge Builder Core Plus Bond,0.04,0.46,8.75,-0.52,-0.68,8.95,6.56,-0.32,0.39,0.39,47953000000.0,8.8,8.93,8.69 9.10,Nasdaq,Intermediate Core-Plus Bond,Bridge Builder,8.69,9.1
578,American Funds 2045 Trgt Date Retire A,0.37,1.41,26.59,9.84,4.09,19.99,19.73,16.77,0.42,0.42,47918000000.0,25.99,24.94,22.60 26.38,Nasdaq,Target-Date 2045,Capital Group,22.6,26.38
579,American Funds 2045 Trgt Date Retire C,0.37,1.46,25.77,9.34,3.89,19.12,18.8,15.9,0.42,0.42,47918000000.0,25.2,24.21,21.96 25.57,Nasdaq,Target-Date 2045,Capital Group,21.96,25.57
580,American Funds 2045 Trgt Date Retire F-1,0.37,1.42,26.34,9.76,4.09,19.98,19.66,16.69,0.42,0.42,47918000000.0,25.74,24.71,22.39 26.13,Nasdaq,Target-Date 2045,Capital Group,22.39,26.13
581,American Funds 2045 Trgt Date Retire F-2,0.38,1.45,26.65,9.96,4.16,20.27,20.0,17.02,0.42,0.42,47918000000.0,26.03,24.98,22.63 26.42,Nasdaq,Target-Date 2045,Capital Group,22.63,26.42
582,American Fds 2045 Trgt Date Retire F-3,0.38,1.44,26.7,9.99,4.16,20.39,20.13,17.21,0.42,0.42,47918000000.0,26.08,25.03,22.67 26.48,Nasdaq,Target-Date 2045,Capital Group,22.67,26.48
583,American Funds 2045 Trgt Date Retire R-1,0.36,1.42,25.65,9.34,3.9,19.05,18.8,15.87,0.42,0.42,47918000000.0,25.09,24.11,21.86 25.46,Nasdaq,Target-Date 2045,Capital Group,21.86,25.46
584,American Funds 2045 Trgt Date RetireR-2E,0.37,1.45,25.92,9.47,3.95,19.44,19.11,16.24,0.42,0.42,47918000000.0,25.34,24.34,22.07 25.72,Nasdaq,Target-Date 2045,Capital Group,22.07,25.72
585,American Funds 2045 Target Date Retirement Fund,0.36,1.43,25.56,9.33,3.92,19.07,18.74,15.9,0.42,0.42,47918000000.0,25.0,24.02,21.78 25.36,Nasdaq,Target-Date 2045,Capital Group,21.78,25.36
586,American Funds 2045 Trgt Date Retire R3,0.37,1.44,26.09,9.59,4.0,19.62,19.38,16.41,0.42,0.42,47918000000.0,25.5,24.49,22.20 25.88,Nasdaq,Target-Date 2045,Capital Group,22.2,25.88
587,American Funds 2045 Trgt Date Retire R4,0.38,1.45,26.54,9.78,4.06,19.98,19.69,16.74,0.42,0.42,47918000000.0,25.93,24.89,22.56 26.32,Nasdaq,Target-Date 2045,Capital Group,22.56,26.32
588,American Funds 2045 Target Date Retirement Fund,0.38,1.43,26.99,10.0,4.19,20.31,20.06,17.1,0.42,0.42,47918000000.0,26.37,25.3,22.92 26.76,Nasdaq,Target-Date 2045,Capital Group,22.92,26.76
589,American Funds 2045 Trgt Date Retire R6,0.38,1.44,26.86,10.01,4.21,20.42,20.15,17.18,0.42,0.42,47918000000.0,26.24,25.17,22.80 26.63,Nasdaq,Target-Date 2045,Capital Group,22.8,26.63
590,American Funds 2045 Trgt Date Ret R-5E,0.38,1.45,26.51,9.93,4.15,20.2,19.96,17.01,0.42,0.42,47918000000.0,25.9,24.85,22.51 26.28,Nasdaq,Target-Date 2045,Capital Group,22.51,26.28
591,PIMCO Total Return Admin,0.04,0.46,8.66,-0.53,-0.55,9.06,6.04,-1.09,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
592,PIMCO Total Return R,0.04,0.46,8.66,-0.73,-0.64,8.69,5.69,-1.43,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
593,PIMCO Total Return A,0.04,0.46,8.66,-0.58,-0.58,8.96,5.94,-1.16,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
594,PIMCO Total Return C,0.04,0.46,8.66,-1.02,-0.77,8.15,5.16,-1.92,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
595,PIMCO Total Return I-3,0.04,0.46,8.66,-0.47,-0.53,9.17,6.14,-0.99,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
596,PIMCO Total Return I2,0.04,0.46,8.66,-0.44,-0.51,9.22,6.2,-0.94,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
597,PIMCO Total Return Instl,0.04,0.46,8.66,-0.39,-0.49,9.33,6.3,-0.84,0.63,0.63,47676000000.0,8.7,8.8,8.59 8.99,Nasdaq,Intermediate Core-Plus Bond,Pimco,8.59,8.99
598,Vanguard Wellesley Income Admiral,0.51,0.81,63.45,3.59,0.78,11.09,7.1,8.57,0.15,0.15,47391000000.0,62.82,62.9,60.58 65.21,Nasdaq,Moderately Conservative Allocation,Vanguard,60.58,65.21
599,Vanguard Wellesley Income Inv,0.2,0.77,26.19,3.55,0.76,10.98,7.0,8.5,0.15,0.15,47391000000.0,25.93,25.97,25.01 26.92,Nasdaq,Moderately Conservative Allocation,Vanguard,25.01,26.92
600,Vanguard Morn Small Cap Growth Index Inv,2.6,2.67,100.08,12.93,1.67,8.3,21.28,5.58,0.05,0.05,47006000000.0,98.59,90.79,78.17 102.84,Nasdaq,Small Growth,Vanguard,78.17,102.84
601,Vanguard Morn Small Cap Growth Idx Adm,3.25,2.67,125.15,13.01,1.7,8.44,21.41,5.7,0.05,0.05,47006000000.0,123.29,113.54,97.76 128.59,Nasdaq,Small Growth,Vanguard,97.76,128.59
602,Vanguard Morn Small Cap Growth Idx Instl,2.6,2.66,100.22,13.03,1.72,8.43,21.44,5.7,0.05,0.05,47006000000.0,98.73,90.93,78.29 102.98,Nasdaq,Small Growth,Vanguard,78.29,102.98
603,Vanguard Target Retirement 2060 Fund,1.05,1.54,69.09,10.02,2.87,21.42,20.18,16.44,0.08,0.08,46653000000.0,67.27,63.65,56.93 68.40,Nasdaq,Target-Date 2060,Vanguard,56.93,68.4
604,Baird Core Plus Bond Fund,0.04,0.4,10.08,-0.41,-0.58,7.47,6.89,-1.02,0.3,0.3,46185000000.0,10.15,10.26,10.02 10.45,Nasdaq,Intermediate Core-Plus Bond,Baird,10.02,10.45
605,Baird Core Plus Bond Fund,0.04,0.38,10.63,-0.53,-0.61,7.22,6.6,-1.23,0.3,0.3,46185000000.0,10.7,10.82,10.57 11.00,Nasdaq,Intermediate Core-Plus Bond,Baird,10.57,11.0
606,Fidelity Large Cap Growth Idx,1.33,2.81,48.72,-0.52,-1.45,18.53,42.77,27.58,0.04,0.04,46013000000.0,47.84,46.17,40.24 50.44,Nasdaq,Large Growth,Fidelity Investments,40.24,50.44
607,Fidelity OTC K,0.85,2.78,31.47,19.73,4.8,22.36,42.92,25.15,0.65,0.65,45677000000.0,30.95,27.11,23.05 32.41,Nasdaq,Large Growth,Fidelity Investments,23.05,32.41
608,Fidelity OTC,0.83,2.79,30.56,19.65,4.8,22.3,42.64,25.04,0.65,0.65,45677000000.0,30.05,26.33,22.39 31.47,Nasdaq,Large Growth,Fidelity Investments,22.39,31.47
609,Fidelity Advisor OTC Fund - Cla,0.82,2.78,30.33,31.61,10.58,42.64,25.04,39.22,0.65,0.65,45677000000.0,29.84,26.17,22.25 31.25,Nasdaq,Large Growth,Fidelity Investments,22.25,31.25
610,Fidelity Advisor OTC Fund - Cla,0.82,2.79,30.22,31.61,10.58,42.64,25.04,39.22,0.65,0.65,45677000000.0,29.74,26.1,22.19 31.15,Nasdaq,Large Growth,Fidelity Investments,22.19,31.15
611,Fidelity Advisor OTC Fund - Cla,0.81,2.78,29.99,31.61,10.58,42.64,25.04,39.22,0.65,0.65,45677000000.0,29.53,25.95,22.06 30.93,Nasdaq,Large Growth,Fidelity Investments,22.06,30.93
612,Fidelity Advisor OTC Fund - Cla,0.82,2.76,30.49,31.61,10.58,42.64,25.04,39.22,0.65,0.65,45677000000.0,29.99,26.29,22.35 31.41,Nasdaq,Large Growth,Fidelity Investments,22.35,31.41
613,Fidelity Advisor OTC Fund - Cla,0.83,2.79,30.53,31.61,10.58,42.64,25.04,39.22,0.65,0.65,45677000000.0,30.02,26.3,22.36 31.44,Nasdaq,Large Growth,Fidelity Investments,22.36,31.44
614,Vanguard US Growth Admiral,5.07,2.59,200.91,-1.8,-0.16,15.68,45.31,12.45,0.25,0.25,45646000000.0,196.2,195.8,165.73 224.50,Nasdaq,Large Growth,Vanguard,165.73,224.5
615,Vanguard US Growth Investor,1.95,2.58,77.53,-1.86,-0.19,15.57,45.17,12.34,0.25,0.25,45646000000.0,75.72,75.57,63.98 86.59,Nasdaq,Large Growth,Vanguard,63.98,86.59
616,Artisan International Value Fund,0.28,0.46,61.64,15.63,10.17,22.65,22.81,16.86,0.97,0.97,45122000000.0,59.42,56.03,51.92 61.46,Nasdaq,Foreign Large Blend,Artisan Partners Funds,51.92,61.46
617,Artisan International Value Fund,0.28,0.45,62.0,15.69,10.19,22.8,22.95,16.97,0.97,0.97,45122000000.0,59.77,56.35,52.22 61.81,Nasdaq,Foreign Large Blend,Artisan Partners Funds,52.22,61.81
618,Artisan International Value Investor,0.28,0.46,61.79,15.53,10.12,22.5,22.65,16.69,0.97,0.97,45122000000.0,59.56,56.16,52.03 61.61,Nasdaq,Foreign Large Blend,Artisan Partners Funds,52.03,61.61
619,Schwab Total Stock Market Index,0.34,1.85,18.72,10.49,4.26,17.06,26.04,25.63,0.03,0.03,44235000000.0,18.08,16.95,15.21 18.38,Nasdaq,Large Blend,Schwab Funds,15.21,18.38
620,Vanguard International Growth Inv,0.46,1.2,38.81,6.27,3.93,20.08,14.66,-0.85,0.26,0.26,44048000000.0,37.51,36.97,32.77 39.88,Nasdaq,Foreign Large Growth,Vanguard,32.77,39.88
621,Vanguard International Growth Adm,1.48,1.21,123.45,6.37,3.98,20.21,14.81,-0.74,0.26,0.26,44048000000.0,119.3,117.58,104.17 126.89,Nasdaq,Foreign Large Growth,Vanguard,104.17,126.89
622,MFS International Diversification Fund,0.33,1.08,30.87,11.02,4.53,27.54,14.02,7.41,0.85,0.85,43681000000.0,29.83,28.78,26.47 30.54,Nasdaq,Foreign Large Blend,Mfs,26.47,30.54
623,MFS International Diversification Fund,0.33,1.09,30.63,10.55,4.32,26.55,13.12,6.62,0.85,0.85,43681000000.0,29.62,28.56,26.14 30.30,Nasdaq,Foreign Large Blend,Mfs,26.14,30.3
624,MFS International Diversification Fund,0.32,1.08,29.85,10.52,4.33,26.55,13.13,6.62,0.85,0.85,43681000000.0,28.86,27.87,25.62 29.53,Nasdaq,Foreign Large Blend,Mfs,25.62,29.53
625,MFS International Diversification Fund,0.32,1.06,30.55,10.98,4.51,27.54,14.01,7.45,0.85,0.85,43681000000.0,29.52,28.49,26.21 30.23,Nasdaq,Foreign Large Blend,Mfs,26.21,30.23
626,MFS International Diversification Fund,0.33,1.07,31.31,11.17,4.57,27.81,14.33,7.69,0.85,0.85,43681000000.0,30.25,29.18,26.83 30.98,Nasdaq,Foreign Large Blend,Mfs,26.83,30.98
627,MFS International Diversification Fund,0.32,1.07,30.24,10.86,4.49,27.23,13.73,7.16,0.85,0.85,43681000000.0,29.23,28.21,25.95 29.92,Nasdaq,Foreign Large Blend,Mfs,25.95,29.92
628,MFS International Diversification Fund,0.31,1.07,29.21,10.52,4.31,26.56,13.15,6.62,0.85,0.85,43681000000.0,28.25,27.28,25.09 28.90,Nasdaq,Foreign Large Blend,Mfs,25.09,28.9
629,MFS International Diversification Fund,0.33,1.07,31.19,11.14,4.59,27.87,14.28,7.7,0.85,0.85,43681000000.0,30.14,29.07,26.73 30.86,Nasdaq,Foreign Large Blend,Mfs,26.73,30.86
630,MFS International Diversification Fund,0.33,1.06,31.35,11.23,4.6,27.96,14.44,7.78,0.85,0.85,43681000000.0,30.28,29.21,26.86 31.02,Nasdaq,Foreign Large Blend,Mfs,26.86,31.02
631,JPMorgan Equity Income I,0.19,0.66,29.08,16.66,7.62,14.59,4.78,25.13,1.45,1.45,43573000000.0,27.79,26.36,24.57 28.89,Nasdaq,Large Value,Jpmorgan,24.57,28.89
632,JPMorgan Equity Income R2,0.18,0.64,28.17,16.31,7.5,14.05,4.24,24.52,1.45,1.45,43573000000.0,26.92,25.55,23.80 27.99,Nasdaq,Large Value,Jpmorgan,23.8,27.99
633,JPMorgan Equity Income A,0.19,0.67,28.37,16.45,7.51,14.34,4.48,24.82,1.45,1.45,43573000000.0,27.1,25.73,23.96 28.18,Nasdaq,Large Value,Jpmorgan,23.96,28.18
634,JPMorgan Equity Income R6,0.19,0.66,29.08,16.83,7.69,14.87,5.04,25.44,1.45,1.45,43573000000.0,27.79,26.36,24.56 28.89,Nasdaq,Large Value,Jpmorgan,24.56,28.89
635,JPMorgan Equity Income R3,0.19,0.67,28.34,16.47,7.52,14.31,4.49,24.84,1.45,1.45,43573000000.0,27.07,25.7,23.94 28.15,Nasdaq,Large Value,Jpmorgan,23.94,28.15
636,JPMorgan Equity Income R4,0.19,0.66,29.06,16.67,7.62,14.6,4.74,25.14,1.45,1.45,43573000000.0,27.77,26.34,24.54 28.87,Nasdaq,Large Value,Jpmorgan,24.54,28.87
637,JPMorgan Equity Income R5,0.2,0.69,29.12,16.74,7.65,14.79,4.93,25.29,1.45,1.45,43573000000.0,27.82,26.39,24.59 28.92,Nasdaq,Large Value,Jpmorgan,24.59,28.92
638,JPMorgan Equity Income C,0.18,0.66,27.56,16.13,7.4,13.76,3.92,24.24,1.45,1.45,43573000000.0,26.33,25.01,23.29 27.38,Nasdaq,Large Value,Jpmorgan,23.29,27.38
639,Fidelity Extended Market Index,2.68,2.31,118.93,13.37,4.46,11.4,25.37,12.41,0.04,0.04,43475000000.0,115.15,106.4,94.39 119.09,Nasdaq,Mid-Cap Blend,Fidelity Investments,94.39,119.09
640,Lord Abbett Short Duration Income A,0.0,0.0,3.83,1.23,0.41,5.68,5.17,1.13,0.89,0.89,43452000000.0,3.84,3.87,3.82 3.90,Nasdaq,Short-Term Bond,Lord Abbett,3.82,3.9
641,Lord Abbett Short Duration Income Fund,0.01,0.26,3.86,0.6,0.26,5.28,4.53,0.25,0.89,0.89,43452000000.0,3.86,3.89,3.85 3.93,Nasdaq,Short-Term Bond,Lord Abbett,3.85,3.93
642,Lord Abbett Short Duration Income Fund,0.01,0.26,3.83,1.02,0.44,6.06,5.55,0.99,0.89,0.89,43452000000.0,3.84,3.87,3.82 3.90,Nasdaq,Short-Term Bond,Lord Abbett,3.82,3.9
643,Lord Abbett Short Duration Income Fund,0.01,0.26,3.84,0.94,0.4,5.9,5.39,0.92,0.89,0.89,43452000000.0,3.84,3.88,3.83 3.91,Nasdaq,Short-Term Bond,Lord Abbett,3.83,3.91
644,Lord Abbett Short Duration Income Fund,0.01,0.26,3.84,0.73,0.31,5.53,4.76,0.73,0.89,0.89,43452000000.0,3.84,3.87,3.83 3.91,Nasdaq,Short-Term Bond,Lord Abbett,3.83,3.91
645,Lord Abbett Short Duration Income Fund,0.01,0.26,3.84,0.79,0.34,5.63,4.86,0.83,0.89,0.89,43452000000.0,3.84,3.87,3.83 3.91,Nasdaq,Short-Term Bond,Lord Abbett,3.83,3.91
646,Lord Abbett Short Duration Income Fund,0.01,0.26,3.83,1.08,0.46,6.16,5.39,1.4,0.89,0.89,43452000000.0,3.83,3.86,3.81 3.90,Nasdaq,Short-Term Bond,Lord Abbett,3.81,3.9
647,Lord Abbett Short Duration Income Fund,0.01,0.26,3.83,1.13,0.48,6.26,5.74,1.16,0.89,0.89,43452000000.0,3.84,3.87,3.82 3.90,Nasdaq,Short-Term Bond,Lord Abbett,3.82,3.9
648,Lord Abbett Short Duration Income I,0.01,0.26,3.83,1.08,0.46,6.16,5.39,1.09,0.89,0.89,43452000000.0,3.83,3.87,3.82 3.90,Nasdaq,Short-Term Bond,Lord Abbett,3.82,3.9
649,Lord Abbett Short Duration Income F3,0.01,0.26,3.84,1.13,0.48,6.25,5.46,1.16,0.89,0.89,43452000000.0,3.84,3.87,3.83 3.91,Nasdaq,Short-Term Bond,Lord Abbett,3.83,3.91
650,American Funds 2050 Trgt Date Retire A,0.39,1.51,26.3,10.02,4.22,20.05,20.34,16.91,0.42,0.42,43138000000.0,25.68,24.61,22.23 26.08,Nasdaq,Target-Date 2050,Capital Group,22.23,26.08
651,American Funds 2050 Trgt Date Retire C,0.37,1.48,25.4,9.54,4.03,19.19,19.46,16.0,0.42,0.42,43138000000.0,24.83,23.82,21.52 25.21,Nasdaq,Target-Date 2050,Capital Group,21.52,25.21
652,American Fds 2050 Trgt Date Retire F-3,0.39,1.5,26.42,10.2,4.33,20.44,20.8,17.28,0.42,0.42,43138000000.0,25.79,24.71,22.31 26.20,Nasdaq,Target-Date 2050,Capital Group,22.31,26.2
653,American Funds 2050 Trgt Date Retire F-1,0.38,1.48,26.04,9.99,4.22,19.98,20.33,16.84,0.42,0.42,43138000000.0,25.44,24.38,22.02 25.83,Nasdaq,Target-Date 2050,Capital Group,22.02,25.83
654,American Funds 2050 Trgt Date Retire F-2,0.39,1.5,26.32,10.15,4.26,20.37,20.69,17.18,0.42,0.42,43138000000.0,25.7,24.62,22.23 26.10,Nasdaq,Target-Date 2050,Capital Group,22.23,26.1
655,American Funds 2050 Trgt Date Retire R-1,0.37,1.48,25.35,9.51,4.04,19.17,19.41,15.97,0.42,0.42,43138000000.0,24.78,23.78,21.49 25.16,Nasdaq,Target-Date 2050,Capital Group,21.49,25.16
656,American Funds 2050 Trgt Date RetireR-2E,0.38,1.51,25.62,9.69,4.08,19.5,19.82,16.35,0.42,0.42,43138000000.0,25.03,24.01,21.69 25.42,Nasdaq,Target-Date 2050,Capital Group,21.69,25.42
657,American Funds 2050 Trgt Date Retire R-2,0.37,1.48,25.34,9.52,4.04,19.12,19.42,15.95,0.42,0.42,43138000000.0,24.77,23.76,21.48 25.15,Nasdaq,Target-Date 2050,Capital Group,21.48,25.15
658,American Funds 2050 Trgt Date Retire R-3,0.38,1.49,25.82,9.75,4.13,19.72,20.04,16.53,0.42,0.42,43138000000.0,25.23,24.19,21.85 25.62,Nasdaq,Target-Date 2050,Capital Group,21.85,25.62
659,American Funds 2050 Trgt Date Retire R-4,0.39,1.51,26.23,9.96,4.19,20.05,20.38,16.9,0.42,0.42,43138000000.0,25.62,24.55,22.17 26.02,Nasdaq,Target-Date 2050,Capital Group,22.17,26.02
660,American Funds 2050 Trgt Date Retire R-5,0.39,1.48,26.66,10.19,4.29,20.4,20.68,17.2,0.42,0.42,43138000000.0,26.03,24.94,22.51 26.44,Nasdaq,Target-Date 2050,Capital Group,22.51,26.44
661,American Funds 2050 Trgt Date Retire R6,0.39,1.49,26.55,10.19,4.31,20.43,20.83,17.27,0.42,0.42,43138000000.0,25.92,24.84,22.42 26.33,Nasdaq,Target-Date 2050,Capital Group,22.42,26.33
662,American Funds 2050 Trgt Date Ret R-5E,0.38,1.47,26.22,10.14,4.28,20.25,20.55,17.08,0.42,0.42,43138000000.0,25.61,24.54,22.15 26.01,Nasdaq,Target-Date 2050,Capital Group,22.15,26.01
663,Fidelity Total Bond Fund,0.03,0.32,9.44,-0.35,-0.7,7.59,7.34,0.08,0.5,0.5,42721000000.0,9.5,9.62,9.39 9.78,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.39,9.78
664,Fidelity Total Bond Fund,0.03,0.32,9.46,-1.01,-0.98,6.36,6.11,-1.14,0.5,0.5,42721000000.0,9.52,9.64,9.41 9.80,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.41,9.8
665,Fidelity Advisor Total Bond A,0.03,0.32,9.46,-0.57,-0.79,7.17,6.92,-0.3,0.5,0.5,42721000000.0,9.52,9.63,9.41 9.80,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.41,9.8
666,Fidelity Advisor Total Bond I,0.03,0.32,9.44,-0.43,-0.73,7.44,7.2,-0.15,0.5,0.5,42721000000.0,9.5,9.61,9.39 9.78,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.39,9.78
667,Fidelity Advisor Total Bond M,0.03,0.32,9.44,-0.58,-0.79,7.18,6.93,-0.3,0.5,0.5,42721000000.0,9.5,9.62,9.39 9.78,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.39,9.78
668,Fidelity Total Bond Fund,0.04,0.42,9.46,-0.4,-0.82,7.49,7.22,-0.09,0.5,0.5,42721000000.0,9.51,9.63,9.40 9.79,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.4,9.79
669,Strategic Advisers Core Income,0.04,0.44,9.07,-0.38,-0.67,8.18,6.35,-0.67,0.5,0.5,41828000000.0,9.12,9.23,9.01 9.39,Nasdaq,Intermediate Core-Plus Bond,Fidelity Investments,9.01,9.39
670,DFA International Core Equity 2 I,0.24,1.06,22.83,12.74,4.12,36.15,17.49,13.87,0.23,0.23,41787000000.0,22.2,21.23,18.53 22.64,Nasdaq,Foreign Large Blend,Dimensional Fund Advisors,18.53,22.64
671,DFA US Core Equity 1 I,0.91,1.62,57.05,13.83,5.82,16.0,22.96,27.54,0.15,0.15,41405000000.0,55.06,51.56,45.87 56.14,Nasdaq,Large Blend,Dimensional Fund Advisors,45.87,56.14
672,Strategic Advisers Fidelity Em Mkts,0.37,1.99,18.98,21.59,2.37,34.81,12.21,-0.24,0.57,0.57,41229000000.0,19.69,17.77,14.20 21.29,Nasdaq,Diversified Emerging Mkts,Fidelity Investments,14.2,21.29
673,MFS Growth B,2.25,1.98,115.73,1.34,0.34,11.2,34.78,22.42,0.62,0.62,40465000000.0,113.58,115.75,95.52 142.91,Nasdaq,Large Growth,Mfs,95.52,142.91
674,MFS Growth R2,3.16,1.98,162.97,1.63,0.46,11.75,35.44,23.02,0.62,0.62,40465000000.0,159.45,160.0,133.92 189.19,Nasdaq,Large Growth,Mfs,133.92,189.19
675,MFS Growth C,2.21,1.98,113.97,1.33,0.34,11.2,34.77,22.42,0.62,0.62,40465000000.0,111.87,114.09,94.09 141.17,Nasdaq,Large Growth,Mfs,94.09,141.17
676,MFS Growth A,3.57,1.98,183.79,1.78,0.53,12.03,35.79,23.34,0.62,0.62,40465000000.0,179.63,179.42,150.78 209.42,Nasdaq,Large Growth,Mfs,150.78,209.42
677,MFS Growth R3,3.54,1.98,182.29,1.78,0.53,12.03,35.79,23.33,0.62,0.62,40465000000.0,178.18,178.01,149.56 207.94,Nasdaq,Large Growth,Mfs,149.56,207.94
678,MFS Growth I,4.02,1.98,207.34,1.93,0.59,12.31,36.13,23.65,0.62,0.62,40465000000.0,202.48,201.37,169.84 232.27,Nasdaq,Large Growth,Mfs,169.84,232.27
679,MFS Growth R4,3.86,1.98,198.78,1.93,0.59,12.31,36.13,23.64,0.62,0.62,40465000000.0,194.15,193.32,162.86 223.83,Nasdaq,Large Growth,Mfs,162.86,223.83
680,MFS Growth R6,4.07,1.98,209.92,1.98,0.61,12.41,36.25,23.76,0.62,0.62,40465000000.0,204.96,203.72,171.89 234.67,Nasdaq,Large Growth,Mfs,171.89,234.67
